Datetime,Branch,Gender,Age,NPS,CSI,Loyalty,CES,Registration,Doctor Consultation,Nurse Service,Pharmacy Service,Laboratory,Emergency Response,Billing Process,Facility Cleanliness,Staff Friendliness,Waiting Time,Improvement_Feedback
30/03/2025 16.11,Always Healthy Hospital Makassar,Male,29,10,4,4,4,5,4,5,4,4,5,4,5,4,3,service good
16/03/2025 07.29,Always Healthy Hospital Batam,Female,48,1,4,3,4,4,4,5,5,4,3,3,5,4,4,service good
07/03/2025 01.30,Always Healthy Hospital Pekanbaru,Male,32,9,4,4,4,3,4,4,3,3,4,4,3,4,3,service good
31/03/2025 20.03,Always Healthy Hospital Batam,Female,21,9,4,4,4,4,4,4,5,4,4,3,4,2,3,improve Staff Friendliness
25/03/2025 05.15,Always Healthy Hospital Balikpapan,Male,49,8,4,4,4,4,5,4,4,4,4,4,4,4,4,service good
27/03/2025 06.31,Always Healthy Hospital Balikpapan,Female,51,2,4,3,4,3,4,4,4,4,5,4,4,3,4,service good
29/03/2025 23.53,Always Healthy Hospital Balikpapan,Male,64,8,4,4,3,4,3,4,4,3,4,3,3,4,4,service good
05/03/2025 16.18,Always Healthy Hospital Denpasar,Female,59,9,4,4,4,4,4,4,3,4,4,4,2,3,3,improve Facility Cleanliness
24/03/2025 17.50,Always Healthy Hospital Denpasar,Male,55,9,4,5,5,5,5,5,5,4,5,5,5,4,5,service good
11/03/2025 14.10,Always Healthy Hospital Surabaya,Female,29,10,5,3,4,3,4,4,3,4,3,4,4,3,3,service good
01/03/2025 03.52,Always Healthy Hospital Medan,Male,31,7,4,4,4,3,4,3,4,3,3,3,3,5,3,service good
05/03/2025 10.29,Always Healthy Hospital Denpasar,Female,46,9,4,3,3,4,4,4,4,4,4,4,4,3,3,service good
31/03/2025 17.51,Always Healthy Hospital Surabaya,Male,51,9,4,4,4,3,4,4,3,4,4,3,4,4,4,service good
27/03/2025 00.34,Always Healthy Hospital Malang,Female,52,10,4,5,4,5,4,4,5,5,5,4,4,5,4,service good
16/03/2025 13.58,Always Healthy Hospital Tangerang,Male,36,4,3,4,4,4,5,4,5,4,3,4,4,4,4,service good
29/03/2025 08.56,Always Healthy Hospital Banjarmasin,Female,56,9,5,4,4,5,4,4,5,3,4,4,4,4,4,service good
07/03/2025 19.02,Always Healthy Hospital Balikpapan,Male,31,8,4,4,4,3,4,4,5,4,3,3,3,3,3,service good
24/03/2025 18.01,Always Healthy Hospital Banjarmasin,Female,27,10,4,4,5,4,5,5,4,5,5,4,5,4,4,service good
03/03/2025 15.46,Always Healthy Hospital Manado,Male,60,9,4,4,4,3,4,4,4,4,3,4,3,4,3,service good
18/03/2025 15.14,Always Healthy Hospital Banjarmasin,Female,24,7,4,4,4,4,3,4,3,5,3,3,4,4,3,service good
23/03/2025 01.04,Always Healthy Hospital Balikpapan,Male,59,10,4,4,4,3,3,4,4,4,3,4,4,4,3,service good
11/03/2025 10.17,Always Healthy Hospital Balikpapan,Female,38,10,4,4,4,4,3,3,4,3,4,4,3,3,3,service good
06/03/2025 10.38,Always Healthy Hospital Manado,Male,30,10,4,4,4,3,4,5,5,4,4,3,4,3,4,service good
28/03/2025 17.21,Always Healthy Hospital Malang,Female,28,10,4,4,5,4,4,4,4,4,4,4,5,5,4,service good
02/03/2025 18.41,Always Healthy Hospital Malang,Male,33,9,3,3,3,3,2,3,4,3,5,3,4,4,2,"improve Doctor Consultation, Waiting Time"
11/03/2025 18.56,Always Healthy Hospital Banjarmasin,Female,35,7,3,3,4,3,3,4,4,3,3,2,4,4,3,improve Billing Process
05/03/2025 00.52,Always Healthy Hospital Yogyakarta,Male,28,8,4,3,4,3,3,4,4,3,4,4,4,3,3,service good
21/03/2025 17.38,Always Healthy Hospital Surabaya,Female,65,9,4,4,4,4,3,3,4,3,4,3,4,4,4,service good
28/03/2025 00.44,Always Healthy Hospital Bandung,Male,53,9,4,3,4,4,3,4,4,3,4,3,4,4,3,service good
27/03/2025 08.59,Always Healthy Hospital Surabaya,Female,43,3,3,3,3,3,4,3,4,3,3,3,3,3,2,improve Waiting Time
09/03/2025 22.19,Always Healthy Hospital Bogor,Male,33,10,4,4,3,4,4,4,4,3,3,3,4,4,4,service good
06/03/2025 22.24,Always Healthy Hospital Banjarmasin,Female,64,9,4,5,5,5,5,4,4,5,5,4,5,5,5,service good
11/03/2025 07.49,Always Healthy Hospital Malang,Male,65,10,3,4,4,4,4,3,3,4,4,3,3,3,4,service good
05/03/2025 22.17,Always Healthy Hospital Banjarmasin,Female,35,9,5,4,4,4,4,3,4,4,5,4,4,4,4,service good
21/03/2025 14.59,Always Healthy Hospital Depok,Male,57,2,3,3,3,4,3,3,4,5,3,3,3,4,3,service good
25/03/2025 02.32,Always Healthy Hospital Bogor,Female,33,10,4,4,4,3,4,3,4,3,4,3,4,4,4,service good
08/03/2025 21.25,Always Healthy Hospital Surabaya,Male,51,10,4,4,4,5,5,4,4,4,4,3,3,4,4,service good
16/03/2025 01.37,Always Healthy Hospital Bekasi,Female,46,7,4,4,4,4,3,4,4,4,3,4,4,3,4,service good
29/03/2025 12.40,Always Healthy Hospital Denpasar,Male,34,1,3,3,3,3,3,3,3,3,3,3,3,3,3,service good
31/03/2025 12.57,Always Healthy Hospital Batam,Female,57,10,5,5,5,5,4,5,5,4,4,3,5,4,4,service good
03/03/2025 13.21,Always Healthy Hospital Pekanbaru,Male,37,2,4,5,4,4,4,4,4,4,4,4,5,4,4,service good
02/03/2025 19.01,Always Healthy Hospital Batam,Female,58,7,3,4,4,3,4,4,5,4,4,4,3,4,4,service good
24/03/2025 06.52,Always Healthy Hospital Medan,Male,24,8,4,4,4,4,4,5,4,5,4,4,3,4,4,service good
17/03/2025 12.34,Always Healthy Hospital Denpasar,Female,57,9,4,4,4,5,4,4,4,4,5,4,4,5,3,service good
29/03/2025 20.35,Always Healthy Hospital Semarang,Male,27,4,3,4,4,3,4,5,4,4,4,4,4,4,4,service good
09/03/2025 06.17,Always Healthy Hospital Pekanbaru,Female,63,8,4,3,4,3,3,3,3,3,4,3,4,3,4,service good
31/03/2025 01.28,Always Healthy Hospital Balikpapan,Male,45,10,3,3,3,4,3,3,3,3,4,4,3,4,4,service good
09/03/2025 06.52,Always Healthy Hospital Batam,Female,50,8,4,5,4,4,4,4,3,4,3,4,3,5,4,service good
16/03/2025 22.50,Always Healthy Hospital Tangerang,Male,44,3,4,4,4,5,4,5,4,4,4,4,3,4,4,service good
26/03/2025 03.52,Always Healthy Hospital Bekasi,Female,43,7,4,4,4,4,4,4,4,4,4,3,4,4,4,service good
04/03/2025 11.15,Always Healthy Hospital Medan,Male,58,9,4,5,5,4,5,4,5,5,4,4,5,4,5,service good
07/03/2025 16.23,Always Healthy Hospital Malang,Female,58,9,4,4,4,5,5,4,4,5,5,5,4,4,4,service good
04/03/2025 23.28,Always Healthy Hospital Balikpapan,Male,54,8,4,4,3,3,3,4,4,4,2,3,3,3,3,improve Emergency Response
29/03/2025 04.26,Always Healthy Hospital Malang,Female,21,6,4,4,3,4,3,4,3,3,3,4,4,3,4,service good
16/03/2025 22.59,Always Healthy Hospital Depok,Male,40,2,4,4,4,3,4,4,4,3,4,3,4,4,4,service good
21/03/2025 15.41,Always Healthy Hospital Medan,Female,38,1,3,3,4,3,3,4,4,3,4,3,4,4,2,improve Waiting Time
26/03/2025 09.46,Always Healthy Hospital Bogor,Male,31,8,4,4,5,4,5,4,3,5,3,5,5,4,4,service good
31/03/2025 23.33,Always Healthy Hospital Medan,Female,26,9,4,4,4,4,5,5,4,4,4,3,3,4,3,service good
22/03/2025 02.07,Always Healthy Hospital Jakarta,Male,34,10,5,5,5,4,5,4,4,5,5,4,5,4,4,service good
30/03/2025 14.24,Always Healthy Hospital Tangerang,Female,28,7,4,4,4,3,4,4,3,3,4,4,3,4,4,service good
28/03/2025 23.35,Always Healthy Hospital Bogor,Male,55,10,4,4,4,4,5,3,4,5,5,4,3,4,4,service good
06/03/2025 02.45,Always Healthy Hospital Jakarta,Female,22,7,5,4,4,4,4,4,4,5,4,4,4,3,3,service good
16/03/2025 07.43,Always Healthy Hospital Malang,Male,50,8,4,4,4,4,4,4,5,5,5,4,5,4,4,service good
29/03/2025 09.48,Always Healthy Hospital Makassar,Female,56,3,3,3,3,4,5,3,3,3,3,4,4,4,4,service good
05/03/2025 08.11,Always Healthy Hospital Yogyakarta,Male,35,2,4,4,4,5,3,4,4,3,5,3,4,4,4,service good
23/03/2025 13.23,Always Healthy Hospital Banjarmasin,Female,53,7,3,4,4,4,4,3,4,4,4,3,4,4,4,service good
20/04/2025 03.42,Always Healthy Hospital Jakarta,Male,63,9,4,4,4,4,3,3,4,3,5,3,4,4,3,service good
29/04/2025 08.59,Always Healthy Hospital Jakarta,Female,28,9,4,5,4,4,4,4,4,4,4,3,5,4,3,service good
28/04/2025 20.10,Always Healthy Hospital Surabaya,Male,21,9,3,3,4,3,4,3,2,3,3,3,3,4,3,improve Pharmacy Service
17/04/2025 23.16,Always Healthy Hospital Bogor,Female,40,10,3,3,4,3,3,3,4,4,2,3,5,3,3,improve Emergency Response
28/04/2025 20.43,Always Healthy Hospital Medan,Male,36,7,4,4,5,3,3,5,4,4,4,4,4,4,4,service good
25/04/2025 09.12,Always Healthy Hospital Bandung,Female,65,7,4,4,4,3,4,4,5,4,4,4,5,3,4,service good
07/04/2025 14.01,Always Healthy Hospital Medan,Male,23,9,4,3,4,4,4,5,3,4,4,3,4,3,3,service good
20/04/2025 10.34,Always Healthy Hospital Balikpapan,Female,34,7,4,4,4,3,3,4,4,4,5,4,4,5,3,service good
26/04/2025 18.34,Always Healthy Hospital Surabaya,Male,42,6,4,3,4,5,4,4,3,3,4,3,4,5,3,service good
07/04/2025 18.56,Always Healthy Hospital Bogor,Female,34,10,3,4,3,4,3,4,4,4,4,3,4,4,4,service good
25/04/2025 17.47,Always Healthy Hospital Malang,Male,26,10,3,3,4,4,4,3,4,4,4,2,4,3,2,"improve Billing Process, Waiting Time"
18/04/2025 03.32,Always Healthy Hospital Batam,Female,46,7,4,4,4,5,4,4,4,3,4,4,4,4,3,service good
17/04/2025 04.58,Always Healthy Hospital Denpasar,Male,60,9,4,4,4,3,4,5,5,3,4,4,4,4,4,service good
21/04/2025 21.13,Always Healthy Hospital Tangerang,Female,41,6,4,4,4,4,3,3,3,3,4,3,3,5,3,service good
22/04/2025 20.42,Always Healthy Hospital Surabaya,Male,44,2,3,3,3,3,4,4,3,3,3,3,3,3,3,service good
19/04/2025 05.34,Always Healthy Hospital Denpasar,Female,26,8,4,5,4,4,3,4,4,4,4,4,5,4,4,service good
18/04/2025 08.00,Always Healthy Hospital Denpasar,Male,58,9,4,4,3,4,3,3,4,3,3,4,3,3,4,service good
12/04/2025 22.43,Always Healthy Hospital Manado,Female,28,10,4,4,4,5,4,5,4,5,3,4,4,3,4,service good
25/04/2025 15.55,Always Healthy Hospital Padang,Male,64,7,4,4,4,3,4,4,4,3,4,4,3,4,3,service good
02/04/2025 08.49,Always Healthy Hospital Denpasar,Female,51,8,3,4,4,5,3,4,3,4,4,5,4,4,3,service good
20/04/2025 21.31,Always Healthy Hospital Semarang,Male,55,8,4,4,4,4,4,4,4,4,4,4,4,3,4,service good
09/04/2025 14.19,Always Healthy Hospital Jakarta,Female,42,2,4,5,3,4,3,5,4,5,4,4,3,4,3,service good
13/04/2025 10.45,Always Healthy Hospital Depok,Male,26,10,4,4,4,4,4,4,4,4,4,3,4,4,4,service good
06/04/2025 02.09,Always Healthy Hospital Surabaya,Female,64,9,4,3,4,4,4,4,4,3,3,3,3,4,4,service good
10/04/2025 22.32,Always Healthy Hospital Batam,Male,65,8,3,3,3,3,4,4,4,3,3,3,4,3,3,service good
15/04/2025 13.04,Always Healthy Hospital Banjarmasin,Female,55,5,4,4,4,4,4,4,4,4,4,4,4,4,4,service good
07/04/2025 00.58,Always Healthy Hospital Pekanbaru,Male,37,10,3,3,3,2,3,3,3,2,3,3,2,2,2,"improve Registration, Laboratory, Facility Cleanliness, Staff Friendliness, Waiting Time"
07/04/2025 13.42,Always Healthy Hospital Bandung,Female,33,7,4,4,4,5,4,5,4,3,4,3,4,4,3,service good
24/04/2025 14.56,Always Healthy Hospital Bogor,Male,34,9,4,3,3,4,4,4,4,2,4,3,4,4,3,improve Laboratory
13/04/2025 18.45,Always Healthy Hospital Pekanbaru,Female,34,9,4,4,3,3,4,3,3,4,4,4,3,4,3,service good
26/04/2025 16.10,Always Healthy Hospital Palembang,Male,64,9,4,4,4,4,5,4,5,4,4,4,4,5,4,service good
02/04/2025 01.10,Always Healthy Hospital Bekasi,Female,35,7,4,4,4,4,5,4,3,4,4,3,4,4,4,service good
21/04/2025 07.27,Always Healthy Hospital Bekasi,Male,47,7,4,3,4,4,5,4,4,4,4,3,4,4,3,service good
28/04/2025 15.42,Always Healthy Hospital Bogor,Female,46,9,4,4,4,4,3,4,5,3,3,3,4,3,4,service good
30/04/2025 18.58,Always Healthy Hospital Semarang,Male,32,10,4,3,3,3,4,3,5,3,2,4,4,4,3,improve Emergency Response
16/04/2025 12.42,Always Healthy Hospital Depok,Female,50,6,3,5,4,4,4,4,4,4,4,4,4,3,4,service good
16/04/2025 22.54,Always Healthy Hospital Manado,Male,28,1,4,5,4,5,5,4,4,3,4,4,4,5,4,service good
06/04/2025 23.38,Always Healthy Hospital Tangerang,Female,50,10,4,4,4,4,4,3,4,4,4,3,3,5,3,service good
21/04/2025 14.56,Always Healthy Hospital Malang,Male,38,0,4,4,4,5,4,4,4,3,4,3,3,4,4,service good
06/04/2025 03.06,Always Healthy Hospital Tangerang,Female,56,6,4,4,4,4,5,4,4,5,4,4,4,5,4,service good
10/04/2025 20.37,Always Healthy Hospital Padang,Male,38,7,4,4,4,4,4,4,4,4,4,4,4,5,3,service good
25/04/2025 14.59,Always Healthy Hospital Balikpapan,Female,34,7,4,3,3,3,2,3,3,4,4,4,4,3,4,improve Doctor Consultation
18/04/2025 10.26,Always Healthy Hospital Bogor,Male,34,8,3,3,4,3,3,4,3,3,3,3,3,3,3,service good
20/04/2025 15.30,Always Healthy Hospital Depok,Female,35,7,4,5,4,5,4,5,3,4,5,4,4,4,5,service good
05/04/2025 13.51,Always Healthy Hospital Balikpapan,Male,51,10,4,3,4,4,5,4,4,4,5,4,3,5,3,service good
17/04/2025 22.44,Always Healthy Hospital Denpasar,Female,21,7,4,3,3,4,4,4,4,4,4,3,4,4,3,service good
21/04/2025 08.19,Always Healthy Hospital Yogyakarta,Male,53,6,3,3,3,3,2,3,3,2,4,3,4,3,3,"improve Doctor Consultation, Laboratory"
07/04/2025 11.14,Always Healthy Hospital Jakarta,Female,32,10,5,5,4,4,4,4,5,5,5,4,5,4,4,service good
13/04/2025 17.12,Always Healthy Hospital Manado,Male,37,0,3,4,4,4,4,4,4,3,4,4,3,3,3,service good
12/04/2025 07.02,Always Healthy Hospital Surabaya,Female,62,6,4,4,4,3,3,4,4,4,3,4,3,4,3,service good
22/04/2025 20.31,Always Healthy Hospital Surabaya,Male,60,10,3,4,4,4,2,4,4,4,4,3,4,3,4,improve Doctor Consultation
04/04/2025 05.13,Always Healthy Hospital Malang,Female,29,10,4,4,4,3,3,4,4,4,4,4,4,4,3,service good
29/04/2025 17.13,Always Healthy Hospital Jakarta,Male,24,8,4,5,4,5,4,4,4,4,4,4,4,4,4,service good
14/04/2025 03.24,Always Healthy Hospital Palembang,Female,27,7,4,5,4,5,4,4,4,4,4,4,4,4,4,service good
04/04/2025 15.42,Always Healthy Hospital Manado,Male,36,5,4,4,4,5,3,3,3,3,5,5,4,3,4,service good
05/04/2025 19.05,Always Healthy Hospital Bandung,Female,60,10,4,4,4,3,5,4,4,5,4,4,4,3,3,service good
02/04/2025 08.48,Always Healthy Hospital Makassar,Male,30,8,5,5,5,4,4,4,5,5,4,5,5,4,4,service good
13/04/2025 09.58,Always Healthy Hospital Bekasi,Female,56,10,4,4,4,4,4,4,4,4,5,3,3,5,4,service good
19/04/2025 02.48,Always Healthy Hospital Bekasi,Male,47,9,4,4,4,5,4,5,5,4,5,3,5,5,4,service good
07/04/2025 23.57,Always Healthy Hospital Surabaya,Female,52,6,4,4,4,4,4,4,4,4,4,3,4,5,4,service good
09/04/2025 08.51,Always Healthy Hospital Semarang,Male,39,9,4,3,4,4,3,4,4,3,3,3,4,4,3,service good
02/04/2025 17.17,Always Healthy Hospital Pekanbaru,Female,27,9,4,3,4,4,3,4,3,4,4,3,4,3,4,service good
05/04/2025 19.35,Always Healthy Hospital Yogyakarta,Male,40,10,4,4,4,4,3,4,4,4,4,4,3,4,4,service good
08/04/2025 05.57,Always Healthy Hospital Padang,Female,34,9,5,4,5,5,4,4,5,4,5,4,4,5,4,service good
03/04/2025 17.21,Always Healthy Hospital Tangerang,Male,46,9,4,4,5,5,5,5,4,4,4,4,4,4,4,service good
12/04/2025 11.28,Always Healthy Hospital Makassar,Female,23,10,4,4,4,3,4,4,4,4,3,4,3,3,4,service good
28/04/2025 17.32,Always Healthy Hospital Padang,Male,47,7,4,4,4,3,5,5,4,5,5,4,4,4,5,service good
01/04/2025 11.37,Always Healthy Hospital Manado,Female,33,9,4,4,4,3,4,4,4,3,5,3,4,5,4,service good
02/04/2025 10.58,Always Healthy Hospital Banjarmasin,Male,50,10,4,4,4,4,5,5,4,3,4,3,4,5,3,service good
17/04/2025 04.36,Always Healthy Hospital Bandung,Female,27,7,3,3,3,3,3,3,4,4,4,3,3,4,3,service good
11/04/2025 11.52,Always Healthy Hospital Bekasi,Male,21,10,4,5,4,3,4,4,4,3,3,3,5,5,3,service good
22/04/2025 22.00,Always Healthy Hospital Batam,Female,50,9,4,4,4,4,4,4,4,4,4,3,3,4,3,service good
27/04/2025 05.46,Always Healthy Hospital Semarang,Male,31,9,4,4,4,4,4,4,4,4,4,4,4,3,4,service good
04/04/2025 16.02,Always Healthy Hospital Padang,Female,57,10,4,4,4,4,4,4,3,3,3,4,4,3,4,service good
02/04/2025 05.04,Always Healthy Hospital Padang,Male,52,9,4,4,4,4,4,4,3,4,4,3,4,4,4,service good
14/04/2025 13.26,Always Healthy Hospital Palembang,Female,41,5,3,4,3,3,4,4,3,4,4,3,3,3,3,service good
28/04/2025 15.29,Always Healthy Hospital Pekanbaru,Male,28,7,5,5,4,4,4,3,4,5,5,5,4,4,4,service good
24/04/2025 00.12,Always Healthy Hospital Semarang,Female,56,0,4,3,4,4,4,5,3,3,4,4,4,4,3,service good
20/04/2025 18.15,Always Healthy Hospital Jakarta,Male,50,9,4,3,4,4,4,3,4,4,4,4,3,3,4,service good
15/04/2025 15.18,Always Healthy Hospital Bandung,Female,30,6,4,5,4,4,4,4,4,4,4,3,4,3,3,service good
05/04/2025 12.10,Always Healthy Hospital Balikpapan,Male,29,9,4,4,4,3,4,3,5,4,5,3,4,4,4,service good
11/04/2025 10.06,Always Healthy Hospital Padang,Female,21,9,4,4,3,4,3,4,4,5,4,4,4,4,4,service good
01/04/2025 19.49,Always Healthy Hospital Bekasi,Male,38,7,4,3,4,3,3,5,3,4,4,3,4,3,4,service good
24/04/2025 00.47,Always Healthy Hospital Bekasi,Female,38,10,3,3,3,4,3,3,3,4,3,3,4,4,3,service good
09/04/2025 20.46,Always Healthy Hospital Semarang,Male,45,7,4,5,4,4,4,4,4,3,4,4,5,5,4,service good
05/04/2025 13.57,Always Healthy Hospital Pekanbaru,Female,62,8,4,4,4,4,4,4,3,5,5,3,3,3,4,service good
23/04/2025 14.29,Always Healthy Hospital Denpasar,Male,29,9,4,4,4,5,4,4,4,3,4,3,3,5,4,service good
07/04/2025 12.02,Always Healthy Hospital Batam,Female,40,0,3,3,3,4,3,4,4,2,4,3,4,3,2,"improve Laboratory, Waiting Time"
29/04/2025 08.48,Always Healthy Hospital Palembang,Male,43,2,4,4,4,5,4,4,4,3,5,4,4,3,3,service good
07/04/2025 09.06,Always Healthy Hospital Tangerang,Female,43,9,4,4,4,4,4,3,4,4,5,4,4,5,4,service good
16/04/2025 12.26,Always Healthy Hospital Medan,Male,27,7,4,5,4,5,4,4,4,5,4,4,3,4,4,service good
09/04/2025 06.54,Always Healthy Hospital Tangerang,Female,58,0,4,4,5,5,4,4,4,4,4,4,5,4,4,service good
14/04/2025 20.40,Always Healthy Hospital Pekanbaru,Male,55,6,4,4,4,5,4,4,4,5,4,3,4,5,4,service good
24/04/2025 06.02,Always Healthy Hospital Batam,Female,55,2,4,3,4,4,3,4,4,3,4,4,4,4,4,service good
07/04/2025 03.51,Always Healthy Hospital Tangerang,Male,48,8,4,4,4,4,4,4,4,5,5,4,4,4,4,service good
01/04/2025 11.16,Always Healthy Hospital Yogyakarta,Female,50,9,5,4,5,4,4,5,4,5,5,4,5,5,4,service good
13/04/2025 13.32,Always Healthy Hospital Depok,Male,54,10,4,4,4,5,4,4,4,4,4,4,5,4,4,service good
28/04/2025 01.31,Always Healthy Hospital Jakarta,Female,53,8,4,5,4,4,4,4,4,5,4,4,3,4,4,service good
24/04/2025 19.42,Always Healthy Hospital Surabaya,Male,57,9,4,4,4,3,3,4,4,3,4,3,3,4,4,service good
05/04/2025 03.54,Always Healthy Hospital Balikpapan,Female,60,1,3,3,3,3,2,4,3,3,3,3,2,3,3,"improve Doctor Consultation, Facility Cleanliness"
28/04/2025 17.35,Always Healthy Hospital Pekanbaru,Male,40,10,4,3,4,4,3,4,5,4,4,4,4,4,3,service good
10/04/2025 13.57,Always Healthy Hospital Depok,Female,33,9,4,4,4,4,4,3,4,4,4,4,4,4,4,service good
25/04/2025 18.01,Always Healthy Hospital Banjarmasin,Male,35,10,4,4,4,4,4,4,5,4,4,4,5,4,4,service good
25/04/2025 11.24,Always Healthy Hospital Pekanbaru,Female,38,9,4,4,5,3,4,4,5,5,5,3,4,4,4,service good
16/04/2025 11.09,Always Healthy Hospital Semarang,Male,28,10,3,3,3,4,4,4,4,3,3,3,3,3,3,service good
09/04/2025 03.56,Always Healthy Hospital Palembang,Female,48,9,4,3,3,3,4,4,4,4,4,3,4,3,3,service good
08/04/2025 04.52,Always Healthy Hospital Surabaya,Male,31,10,4,4,4,5,3,4,4,5,4,4,5,4,4,service good
11/04/2025 02.29,Always Healthy Hospital Jakarta,Female,43,0,4,4,4,4,5,3,4,3,5,4,4,4,4,service good
27/04/2025 15.05,Always Healthy Hospital Yogyakarta,Male,21,9,4,4,4,5,3,4,4,5,4,4,4,4,3,service good
20/04/2025 13.53,Always Healthy Hospital Depok,Female,45,10,4,4,4,4,3,4,3,3,4,3,5,4,4,service good
01/04/2025 03.54,Always Healthy Hospital Malang,Male,36,7,4,4,4,4,5,3,4,4,4,4,4,4,5,service good
06/04/2025 21.20,Always Healthy Hospital Depok,Female,54,7,4,3,4,3,4,3,4,4,3,4,3,3,4,service good
02/04/2025 02.57,Always Healthy Hospital Palembang,Male,28,9,5,3,4,4,4,4,4,5,4,3,5,3,4,service good
12/04/2025 09.54,Always Healthy Hospital Bekasi,Female,26,9,4,4,4,4,3,5,5,4,3,4,4,4,3,service good
29/04/2025 06.02,Always Healthy Hospital Makassar,Male,64,10,4,5,5,5,4,5,4,5,5,4,4,5,3,service good
30/04/2025 23.45,Always Healthy Hospital Tangerang,Female,57,5,3,4,4,3,5,3,4,3,3,3,4,3,4,service good
15/04/2025 13.45,Always Healthy Hospital Bandung,Male,45,10,4,4,4,4,4,4,4,4,5,4,4,4,4,service good
27/04/2025 14.00,Always Healthy Hospital Tangerang,Female,26,6,4,5,3,3,4,4,4,4,4,4,4,4,3,service good
12/04/2025 21.22,Always Healthy Hospital Pekanbaru,Male,51,3,4,3,4,3,4,4,4,4,4,4,4,4,3,service good
11/04/2025 15.17,Always Healthy Hospital Bandung,Female,24,10,3,4,4,3,4,3,4,4,3,4,4,3,3,service good
12/04/2025 20.39,Always Healthy Hospital Denpasar,Male,48,9,4,5,4,4,3,3,4,4,4,4,3,4,4,service good
05/04/2025 03.13,Always Healthy Hospital Malang,Female,26,4,3,4,4,3,4,4,4,3,3,3,4,3,3,service good
13/04/2025 13.55,Always Healthy Hospital Banjarmasin,Male,26,8,4,4,4,4,5,4,4,4,5,3,5,5,4,service good
08/04/2025 06.51,Always Healthy Hospital Banjarmasin,Female,53,10,4,4,5,4,5,4,4,3,4,3,4,4,3,service good
04/04/2025 07.42,Always Healthy Hospital Jakarta,Male,33,7,4,4,3,3,4,3,4,4,4,3,4,4,3,service good
14/04/2025 11.35,Always Healthy Hospital Manado,Female,34,9,4,4,4,4,4,3,5,4,4,4,4,4,4,service good
19/04/2025 04.58,Always Healthy Hospital Pekanbaru,Male,47,10,4,4,5,3,4,4,3,4,3,4,5,4,3,service good
29/04/2025 06.05,Always Healthy Hospital Bekasi,Female,59,10,5,4,5,4,5,5,4,5,5,4,5,5,4,service good
03/04/2025 14.31,Always Healthy Hospital Palembang,Male,46,9,4,4,3,3,4,3,4,4,4,3,3,3,3,service good
01/04/2025 18.40,Always Healthy Hospital Medan,Female,24,8,4,3,3,4,4,3,4,4,3,3,4,3,3,service good
25/04/2025 14.41,Always Healthy Hospital Makassar,Male,55,5,3,4,3,4,3,3,4,4,3,3,4,4,3,service good
29/04/2025 22.55,Always Healthy Hospital Makassar,Female,29,8,5,5,5,5,4,4,5,5,4,4,4,5,5,service good
07/04/2025 19.58,Always Healthy Hospital Balikpapan,Male,21,10,3,3,3,3,3,3,3,3,4,3,3,3,3,service good
25/04/2025 02.54,Always Healthy Hospital Bandung,Female,54,9,3,3,4,4,3,3,4,3,3,4,4,4,3,service good
23/04/2025 16.45,Always Healthy Hospital Palembang,Male,65,9,4,3,3,3,3,4,4,4,4,3,3,4,3,service good
20/04/2025 23.31,Always Healthy Hospital Denpasar,Female,43,7,4,3,4,4,4,4,4,4,4,3,3,4,3,service good
17/04/2025 17.18,Always Healthy Hospital Balikpapan,Male,31,1,3,3,4,4,3,3,4,4,4,3,3,4,3,service good
08/04/2025 17.47,Always Healthy Hospital Malang,Female,22,9,4,5,4,4,3,4,4,4,4,3,4,4,4,service good
07/04/2025 18.31,Always Healthy Hospital Batam,Male,27,4,4,4,3,2,4,4,3,4,3,3,3,4,4,improve Registration
21/04/2025 07.47,Always Healthy Hospital Tangerang,Female,65,9,5,3,5,4,5,4,4,4,4,4,5,5,4,service good
17/04/2025 19.03,Always Healthy Hospital Surabaya,Male,61,10,3,4,4,4,4,4,4,4,5,4,3,4,3,service good
06/04/2025 13.18,Always Healthy Hospital Bekasi,Female,22,10,4,4,4,4,4,5,4,4,4,4,4,5,4,service good
11/04/2025 15.13,Always Healthy Hospital Bandung,Male,24,9,4,3,4,4,4,4,4,3,4,3,4,4,4,service good
03/04/2025 14.39,Always Healthy Hospital Bandung,Female,37,9,4,4,4,4,4,5,5,5,5,4,4,5,4,service good
23/04/2025 05.56,Always Healthy Hospital Surabaya,Male,29,7,4,4,3,3,3,3,4,4,3,3,4,3,4,service good
10/04/2025 17.36,Always Healthy Hospital Surabaya,Female,22,9,4,4,4,4,5,4,4,5,4,4,4,4,4,service good
04/04/2025 07.58,Always Healthy Hospital Makassar,Male,57,8,4,4,5,4,5,3,4,4,4,4,4,4,4,service good
26/04/2025 20.14,Always Healthy Hospital Manado,Female,26,10,4,4,4,3,3,4,3,4,4,4,5,4,4,service good
22/04/2025 03.04,Always Healthy Hospital Manado,Male,21,10,4,5,4,5,4,4,4,4,4,4,4,4,3,service good
13/04/2025 13.13,Always Healthy Hospital Banjarmasin,Female,35,6,4,3,3,3,4,3,3,4,4,4,4,4,4,service good
09/04/2025 15.02,Always Healthy Hospital Balikpapan,Male,45,8,5,5,4,4,5,5,4,4,5,5,5,5,5,service good
15/04/2025 13.20,Always Healthy Hospital Makassar,Female,49,9,4,4,3,4,4,4,4,4,4,3,4,4,3,service good
